⚓,anchor,heavy,port,ocean,attach,sticking,,,,,,,,,,,,,
⛵,sailboat,travel,competiton,sport,ocean,,,,,,,,,,,,,,
🛶,canoe,sport,river,,,,,,,,,,,,,,,,
🚤,speedboat,fast,vacation,transport,,,,,,,,,,,,,,,
🛳,passenger ship,tourism,transport,wonder,,,,,,,,,,,,,,,
⛴,ferry,travel,transport,traveling,,,,,,,,,,,,,,,
🛥,motor boat,vacation,transport,,,,,,,,,,,,,,,,
🚢,ship,ocean,transport,tourism,vacation,,,,,,,,,,,,,,
✈,airplane,vacation,travel,tourism,business,transport,,,,,,,,,,,,,
🛩,small airplane,aircraft,vacation,travel,tourism,business,transportation,transport,,,,,,,,,,,
🛫,airplane departure,flying,business,tourism,travel,,,,,,,,,,,,,,
🛬,airplane arrival,exploration,transportation,vacation,transport,travel,,,,,,,,,,,,,
🪂,parachute,jumping,attached,flying,,,,,,,,,,,,,,,
💺,seat,airplane,train,chair,transport,,,,,,,,,,,,,,
🚁,helicopter,transport,fight,hospital,fire,,,,,,,,,,,,,,
🚟,suspension railway,monorail,picturesque,transport,attraction,,,,,,,,,,,,,,
🚠,mountain cableway,transport,mountain,attraction,,,,,,,,,,,,,,,
🚡,aerial tramway,transport,ski resorts,mountain,attraction,picturesque,,,,,,,,,,,,,
🛰,satellite,earth,space,images,information,,,,,,,,,,,,,,
🚀,rocket,outer space,quick,flying,energy,success,,,,,,,,,,,,,
🛸,flying saucer,flying,alien,fun,outer space,,,,,,,,,,,,,,
🛎,bellhop bell,service,attention,important,,,,,,,,,,,,,,,
🧳,luggage,business,traveling,trunk,,,,,,,,,,,,,,,
⌛,hourglass done,finished,complete,out of time,,,,,,,,,,,,,,,
⏳,hourglass not done,time,,,,,,,,,,,,,,,,,
⌚,watch,time,late,,,,,,,,,,,,,,,,
⏰,alarm clock,sleeping,alert,mechanic,annoying,late,morning,,,,,,,,,,,,
⏱,stopwatch,sport,exercise,,,,,,,,,,,,,,,,
⏲,timer clock,alarm,deadline,late,,,,,,,,,,,,,,,
🕰,mantelpiece clock,traditional,mechanic,late,decorative,interior,,,,,,,,,,,,,
🕛,twelve oclock,morning,evening,time,,,,,,,,,,,,,,,
🕧,twelve thirty,morning,evening,time,,,,,,,,,,,,,,,
🕐,one oclock,morning,evening,time,,,,,,,,,,,,,,,
🕜,one thirty,morning,evening,time,,,,,,,,,,,,,,,
🕑,two oclock,morning,evening,time,,,,,,,,,,,,,,,
🕝,two thirty,morning,evening,time,,,,,,,,,,,,,,,
🕒,three oclock,morning,evening,time,,,,,,,,,,,,,,,
🕞,three thirty,morning,evening,time,,,,,,,,,,,,,,,
🕓,four oclock,morning,evening,time,weed,,,,,,,,,,,,,,
🕟,four thirty,morning,evening,time,weed,,,,,,,,,,,,,,
🕔,five oclock,morning,evening,time,,,,,,,,,,,,,,,
🕠,five thirty,morning,evening,time,,,,,,,,,,,,,,,
🕕,six oclock,morning,evening,time,,,,,,,,,,,,,,,
🕡,six thirty,morning,evening,time,,,,,,,,,,,,,,,
🕖,seven oclock,morning,evening,time,,,,,,,,,,,,,,,
🕢,seven thirty,morning,evening,time,,,,,,,,,,,,,,,
🕗,eight oclock,morning,evening,time,after eight,,,,,,,,,,,,,,
🕣,eight thirty,morning,evening,time,,,,,,,,,,,,,,,
🕘,nine oclock,morning,evening,time,,,,,,,,,,,,,,,
🕤,nine thirty,morning,evening,time,,,,,,,,,,,,,,,
🕙,ten oclock,morning,evening,time,,,,,,,,,,,,,,,
🕥,ten thirty,morning,evening,time,,,,,,,,,,,,,,,
🕚,eleven oclock,morning,evening,time,,,,,,,,,,,,,,,
🕦,eleven thirty,morning,evening,time,,,,,,,,,,,,,,,
🌑,new moon,outer space,nighttime,astronomy,eerie,enchanted,hidden,depressed,,,,,,,,,,,
🌒,waxing crescent moon,outer space,nighttime,astronomy,eerie,enchanted,,,,,,,,,,,,,
🌓,first quarter moon,outer space,nighttime,astronomy,eerie,enchanted,balance,divide,,,,,,,,,,,
🌔,waxing gibbous moon,outer space,nighttime,astronomy,eerie,enchanted,magic,hope,,,,,,,,,,,
🌕,full moon,outer space,nighttime,astronomy,eerie,enchanted,halloween,traditional,magic,,,,,,,,,,
🌖,waning gibbous moon,outer space,nighttime,astronomy,eerie,enchanted,sleeping,dream,magic,,,,,,,,,,
🌗,last quarter moon,outer space,nighttime,astronomy,eerie,enchanted,divide,,,,,,,,,,,,
🌘,waning crescent moon,outer space,nighttime,astronomy,eerie,enchanted,,,,,,,,,,,,,
🌙,crescent moon,good night,night person,,,,,,,,,,,,,,,,
🌚,new moon face,suggestive,ironic,creepy,hidden,weird,humorous,basic,disapproval,,,,,,,,,,
🌛,first quarter moon face,good night,legends,nighttime,magic,fairy tale,crescent moon,dream,wonder,romantic,charming,,,,,,,,
🌜,last quarter moon face,good night,legends,nighttime,magic,fairy tale,crescent moon,dream,wonder,romantic,charming,,,,,,,,
🌡,thermometer,concern,illness,hot,extremely hot,warm weather,,,,,,,,,,,,,
☀,sun,hot weather,light,energy,positive,summer,,,,,,,,,,,,,
🌝,full moon face,irony,sarcasm,joke,night,creepy,,,,,,,,,,,,,
🌞,sun with face,hot weather,positive,summer,,,,,,,,,,,,,,,
🪐,ringed planet,saturn,universe,galaxy,outer space,astronomy,,,,,,,,,,,,,
⭐,star,emphasis,astronomy,talent,christmas,achievement,fame,success,excellence,flair,,,,,,,,,
🌟,glowing star,flourish,boast,beautiful,sarcastic,perfect,,,,,,,,,,,,,
🌠,shooting star,outer space,wish,flourish,night,astronomy,,,,,,,,,,,,,
🌌,milky way,astronomy,beauty,night,universe,galaxy,wonder,,,,,,,,,,,,
☁,cloud,alone,slight sadness,depressed,overcast,,,,,,,,,,,,,,
⛅,sun behind cloud,undecided,cloudy,,,,,,,,,,,,,,,,
⛈,cloud with lightning and rain,flash,lightning,thundershowers,rain,frustrated ,bad weather,,,,,,,,,,,,
🌤,sun behind small cloud,sunny,partly cloudy,,,,,,,,,,,,,,,,
🌥,sun behind large cloud,gloomy,cloudy,,,,,,,,,,,,,,,,
🌦,sun behind rain cloud,scattered showers,bad luck,rain,,,,,,,,,,,,,,,
🌧,cloud with rain,shower,wet,rain,,,,,,,,,,,,,,,
🌨,cloud with snow,snowflake,shower,winter,cold,,,,,,,,,,,,,,
🌩,cloud with lightning,flash,lightning bolt,,,,,,,,,,,,,,,,
🌪,tornado,powerful,destructive,torn,anger,violent outburst,danger,,,,,,,,,,,,
🌫,fog,foggy,cloud,confused,cigarette,daze,,,,,,,,,,,,,
🌬,wind face,troubles,cigarette,mother nature,windy,clouds,fog,smoke,smoking,,,,,,,,,,
🌀,cyclone,warn,storm,,,,,,,,,,,,,,,,
🌈,rainbow,happiness,love,colorful,pride,gay,nature,joyful,sexuality,,,,,,,,,,
🌂,closed umbrella,rain,indoors,,,,,,,,,,,,,,,,
☂,umbrella,dry,protection,rain,,,,,,,,,,,,,,,
☔,umbrella with rain drops,protection,dry,rain,,,,,,,,,,,,,,,
⛱,umbrella on ground,vacation,relax,sunny,hot,summer,beaches,protection,shade,,,,,,,,,,
⚡,high voltage,injury,flash,energy,warn,anger,dangerous,lightning,electricity,,,,,,,,,,
❄,snowflake,cold,winter,unique,insult,weak,sensitive,magic,,,,,,,,,,,
☃,snowman,fun,christmas,winter,holidays,enjoyment,childhood,wonder,,,,,,,,,,,
⛄,snowman without snow,fun,christmas,winter,holidays,enjoyment,childhood,wonder,,,,,,,,,,,
☄,comet,new beginning,fascination,meteors,outer space,flourish,flair,,,,,,,,,,,,
🔥,fire,hot,attractive,excitement,desire,passion,energy,fierceness,hate,shame,failure,,,,,,,,
💧,droplet,sadness,sweat,excitement,,,,,,,,,,,,,,,
🌊,water wave,iconic,swimming,tsunami,beach,ocean,vacation,surfing,,,,,,,,,,,
🎃,jack o lantern,halloween,trick,autumn,pumpkin,decorative,ward,spirits,treat,,,,,,,,,,
🎄,christmas tree,winter,ornaments,happiness,celebration,holidays,miracles,wonder,,,,,,,,,,,
🎆,fireworks,explosion ,celebration,happiness,surprise,shock,new year,wow,mindblowing,bonfire night,awe,,,,,,,,
🎇,sparkler,celebration,happiness,holidays,birthday,new year,parties,fireworks,,,,,,,,,,,
🧨,firecracker,celebration,tradition,holidays,chinese new year,fire,explosions,beautiful,burning,night,awe,firework,,,,,,,
✨,sparkles,shining,glittering,clean,gorgeous,magic,stars,lust,excitement,gratitude,,,,,,,,,
🎈,balloon,birthday,new year,celebration,party,congratulations,holidays,prom,happy,childish,,,,,,,,,
🎉,party popper,celebration,graduation,wedding,party,good time,birthday,congratulations,colorful,ironic,wonder,,,,,,,,
🎊,confetti ball,celebration,graduation,wedding,party,good time,birthday,congratulations,colorful,ironic,wonder,,,,,,,,
🎋,tanabata tree,love,celebrating,wishes,plants,bamboo,poetry,,,,,,,,,,,,
🎍,pine decoration,happy,plants,japan,spirits,new year,,,,,,,,,,,,,
🎎,japanese dolls,friends,tradition,celebrations,emperor,empress,,,,,,,,,,,,,
🎏,carp streamer,fish,celebration,tradition,decorative,childrens day,,,,,,,,,,,,,
🎐,wind chime,jellyfish,bell,japan,sakur,decoration,,,,,,,,,,,,,
🎑,moon viewing ceremony,japan,full moon,celebration,night,traditional,autumn,,,,,,,,,,,,
🧧,red envelope,happiness,joyous,celebration,money,gifts,tradition,chinese new year,prosperity,luck,fortune,,,,,,,,
🎀,ribbon,baby,cute,pretty,tradition,fashion,girlishness,childishness,beauty,,,,,,,,,,
🎁,wrapped gift,celebration,christmas,holidays,birthday,,,,,,,,,,,,,,
🎗,reminder ribbon,aware,illness,cancer,,,,,,,,,,,,,,,
🎟,admission tickets,ticket,theatre,concert,,,,,,,,,,,,,,,
🎫,ticket,sport,theatre,concert,,,,,,,,,,,,,,,
🎖,military medal,heroic,ribbon,success,achievement,fight,achievements,motivated,proud,,,,,,,,,,
🏆,trophy,proud,gold,achievement,success,motivated,competition,game,sport,,,,,,,,,,
🏅,sports medal,proud,gold,achievement,success,motivated,competition,game,,,,,,,,,,,
🥇,1st place medal,proud,gold,achievement,success,motivated,competition,game,sport,olympics,,,,,,,,,
🥈,2nd place medal,proud,silver,achievement,success,motivated,competition,game,sport,olympics,,,,,,,,,
🥉,3rd place medal,proud,bronze,achievement,success,motivated,competition,game,sport,olympics,,,,,,,,,
⚽,soccer ball,game,sport,planning,,,,,,,,,,,,,,,
⚾,baseball,game,sport,planning,,,,,,,,,,,,,,,
🥎,softball,game,sport,planning,baseball,,,,,,,,,,,,,,
🏀,basketball,game,sport,planning,anger,,,,,,,,,,,,,,
🏐,volleyball,game,sport,planning,summer,,,,,,,,,,,,,,
🏈,american football,game,sport,planning,,,,,,,,,,,,,,,
🏉,rugby football,game,sport,planning,american football,eager,,,,,,,,,,,,,
🎾,tennis,game,sport,planning,,,,,,,,,,,,,,,
🥏,flying disc,game,sport,planning,frisbee,,,,,,,,,,,,,,
🎳,bowling,game,sport,friends,determination,,,,,,,,,,,,,,
🏏,cricket game,game,,,,,,,,,,,,,,,,,
🏑,field hockey,sport,field,ice hockey,game,,,,,,,,,,,,,,
🏒,ice hockey,sport,field,field hockey,game,,,,,,,,,,,,,,
🥍,lacrosse,sport,game,teammates,,,,,,,,,,,,,,,
🏓,ping pong,sport,table tennis,game,,,,,,,,,,,,,,,
🏸,badminton,sport,active,game,,,,,,,,,,,,,,,
🥊,boxing glove,sport,angry,annoying,rage,martial arts,challenging,punch,,,,,,,,,,,
🥋,martial arts uniform,student,sport,blackbelt,kick,punch,,,,,,,,,,,,,
🥅,goal net,fun,sport,football,score,,,,,,,,,,,,,,
⛳,flag in hole,golf,sport,success,game,challenging,,,,,,,,,,,,,
⛸,ice skate,cold,sports,ice,,,,,,,,,,,,,,,
🎣,fishing pole,,,,,,,,,,,,,,,,,,
🤿,diving mask,safety,swimming,scuba diving,underwater,goggles,desire,,,,,,,,,,,,
🎽,running shirt,sport,,,,,,,,,,,,,,,,,
🎿,skis,sport,,,,,,,,,,,,,,,,,
🛷,sled,sport,christmas,snow,,,,,,,,,,,,,,,
🥌,curling stone,sport,ice,accurate,push,,,,,,,,,,,,,,
🎯,bullseye,darts,perfect,accurate,,,,,,,,,,,,,,,
🪀,yo yo,childhood,tricks,,,,,,,,,,,,,,,,
🪁,kite,flying,childhood,national park,wonder,,,,,,,,,,,,,,
🎱,pool 8 ball,game,lucky,,,,,,,,,,,,,,,,
🔮,crystal ball,future,magic,ritual,mysterious,,,,,,,,,,,,,,
🪄,magic wand,magician,wishes,desire,,,,,,,,,,,,,,,
🧿,nazar amulet,jealous,envy,ward of,toxic,evil eye,charms,turkey,,,,,,,,,,,
🎮,video game,experience,enjoy,,,,,,,,,,,,,,,,
🕹,joystick,aircraft,video game,,,,,,,,,,,,,,,,
🎰,slot machine,gambling,vegas,addiction,,,,,,,,,,,,,,,
🎲,dice,game,luck,,,,,,,,,,,,,,,,
🧩,puzzle piece,clue,connection,,,,,,,,,,,,,,,,
🧸,teddy bear,hug,memory,care,nostalgic,,,,,,,,,,,,,,
🪅,piñata,party,childhood,anger,hurt ,,,,,,,,,,,,,,
🪆,nesting dolls,careful,layers,,,,,,,,,,,,,,,,
♠,spade suit,game,,,,,,,,,,,,,,,,,
♥,heart suit,game,love,romance,,,,,,,,,,,,,,,
♦,diamond suit,game,diamonds,,,,,,,,,,,,,,,,
♣,club suit,game,clover,acorn,,,,,,,,,,,,,,,
♟,chess pawn,game,tactical,strategy,planning,,,,,,,,,,,,,,
🃏,joker,wild card,trickster,pranks,jester,,,,,,,,,,,,,,
🀄,mahjong red dragon,game,success,triumph,,,,,,,,,,,,,,,
🎴,flower playing cards,game,japan,,,,,,,,,,,,,,,,
🎭,performing arts,theatre,mask,tragedy,comedy,,,,,,,,,,,,,,
🖼,framed picture,museum,gallery,painting,interiors,art exhibitions,,,,,,,,,,,,,
🎨,artist palette,painting,creativity,,,,,,,,,,,,,,,,
🧵,thread,sewing,fashion,craft,,,,,,,,,,,,,,,
🪡,sewing needle,patching up,fixing ,,,,,,,,,,,,,,,,
🧶,yarn,knitting,needlework,fashion,crafts,cold weather,cats,,,,,,,,,,,,
🪢,knot,getting married,rope,tangled,,,,,,,,,,,,,,,
👓,glasses,smart,love of reading,willingness to study,,,,,,,,,,,,,,,
🕶,sunglasses,cool,leisure,protection,worn out,sunny,fun,beach,summer,vacation,,,,,,,,,
🥽,goggles,safety,swimming,protection,,,,,,,,,,,,,,,
🥼,lab coat,experiments ,scientist,student,sterile,,,,,,,,,,,,,,
🦺,safety vest,dangerous,warn,construction,,,,,,,,,,,,,,,
👔,necktie,corporate,slave,business,career,suit,uniform,,,,,,,,,,,,
👕,t shirt,fashion,style,casual,shoppping,,,,,,,,,,,,,,
👖,jeans,fashion,style,casual,shoppping,,,,,,,,,,,,,,
🧣,scarf,cold weather,winter,remind ,,,,,,,,,,,,,,,
🧤,gloves,cold weather,winter,remind ,,,,,,,,,,,,,,,
🧥,coat,cold weather,winter,remind ,,,,,,,,,,,,,,,
🧦,socks,,,,,,,,,,,,,,,,,,
👗,dress,party,style,shopping,fashion,femininity,beauty,,,,,,,,,,,,
👘,kimono,oriental,japanese culture,,,,,,,,,,,,,,,,
🥻,sari,traditional,indian ,,,,,,,,,,,,,,,,
🩱,one piece swimsuit,swimming,beach,summer,,,,,,,,,,,,,,,
🩲,briefs,swimming,underwear,beach,summer,,,,,,,,,,,,,,
🩳,shorts,trunks,hot weather,summer,,,,,,,,,,,,,,,
👙,bikini,beach,swimming,summer,vacations,,,,,,,,,,,,,,
👚,womans clothes,fashion,shirt,blouse,outfit,style,,,,,,,,,,,,,
👛,purse,shopping,paying,expensive,wealth,,,,,,,,,,,,,,
👜,handbag,fashion,shoppping,travelling,going to work,mystery,,,,,,,,,,,,,
👝,clutch bag,shopping,events,parties,,,,,,,,,,,,,,,
🛍,shopping bags,bought,gifts,,,,,,,,,,,,,,,,
🎒,backpack,school,travelling,education,,,,,,,,,,,,,,,
🩴,thong sandal,beach,casual,,,,,,,,,,,,,,,,
👞,mans shoe,work,party,getting married,,,,,,,,,,,,,,,
👟,running shoe,sport,fashion,comfortable,active,exercise,,,,,,,,,,,,,
🥾,hiking boot,walks,outdoors,adventure,nature,,,,,,,,,,,,,,
🥿,flat shoe,comfort,break,,,,,,,,,,,,,,,,
👠,high heeled shoe,beauty,fashion,style,sexy,party,,,,,,,,,,,,,
👡,womans sandal,summer,fashion,style,warm weather,vacations,,,,,,,,,,,,,
🩰,ballet shoes,dancing,tricky situation,careful,,,,,,,,,,,,,,,
👢,womans boot,outfit,style,fashion,walking,journey,leaving,,,,,,,,,,,,
👑,crown,winner,superior,royal,luxury,power,wealth,special,nobal,,,,,,,,,,
👒,womans hat,fashion,protection,elegant,femininity,grace,formal,outfit,old fashioned,,,,,,,,,,
🎩,top hat,traditional,wedding,rich,magic,illusions,,,,,,,,,,,,,
🎓,graduation cap,accomplished,successful,,,,,,,,,,,,,,,,
🧢,billed cap,sport,baseball,sunny,,,,,,,,,,,,,,,
🪖,military helmet,adventure,blessings,tough,firm,alpha,,,,,,,,,,,,,
⛑,rescue workers helmet,safety,rescuer,service,emergency,importance,,,,,,,,,,,,,
📿,prayer beads,meditation,prayer,religion,,,,,,,,,,,,,,,
💄,lipstick,beauty,fashion,preparations,,,,,,,,,,,,,,,
💍,ring,married,jewellery,,,,,,,,,,,,,,,,
💎,gem stone,sparkling,beauty,bright,wealth,marriage,sophistication,tradition,beautiful,luxury,diamonds,rich,,,,,,,
🔇,muted speaker,quiet,stop talking,,,,,,,,,,,,,,,,
🔈,speaker low volume,sound,quiet,,,,,,,,,,,,,,,,
🔉,speaker medium volume,sound,,,,,,,,,,,,,,,,,
🔊,speaker high volume,sound,loud,,,,,,,,,,,,,,,,
📢,loudspeaker,announcement,,,,,,,,,,,,,,,,,
📣,megaphone,cheers,announcements,be quiet,,,,,,,,,,,,,,,
📯,postal horn,important news,musical instrument,,,,,,,,,,,,,,,,
🔔,bell,notification,,,,,,,,,,,,,,,,,
🔕,bell with slash,silent,unexpectant,,,,,,,,,,,,,,,,
🎼,musical score,composing,,,,,,,,,,,,,,,,,
🎵,musical note,joyful,feeling yourself,,,,,,,,,,,,,,,,
🎶,musical notes,joyful,dance,sing,happy,,,,,,,,,,,,,,
🎙,studio microphone,record,music,radio,microphone,interviews,singing,,,,,,,,,,,,
🎚,level slider,volume,music,,,,,,,,,,,,,,,,
🎛,control knobs,volume,music,,,,,,,,,,,,,,,,
🎤,microphone,speaking,music,singing,karaoke,party,,,,,,,,,,,,,
🎧,headphone,music,listening,,,,,,,,,,,,,,,,
📻,radio,important,news,,,,,,,,,,,,,,,,
🎷,saxophone,music,jazz,,,,,,,,,,,,,,,,
🪗,accordion,music,loud,hot air,,,,,,,,,,,,,,,
🎸,guitar,music,,,,,,,,,,,,,,,,,
🎹,musical keyboard,music,,,,,,,,,,,,,,,,,
🎺,trumpet,music,festive atmosphere,loud,,,,,,,,,,,,,,,
🎻,violin,music,drama,sadness,pain,sarcastic,mocking,,,,,,,,,,,,
🪕,banjo,music,unique,,,,,,,,,,,,,,,,
🥁,drum,music,loud,annoying,,,,,,,,,,,,,,,
🪘,long drum,music,desire,amazing,,,,,,,,,,,,,,,
📱,mobile phone,,,,,,,,,,,,,,,,,,
📲,mobile phone with arrow,incoming call,request,,,,,,,,,,,,,,,,
☎,telephone,old fashioned,,,,,,,,,,,,,,,,,
📞,telephone receiver,calling someone,,,,,,,,,,,,,,,,,
📟,pager,technology,nostalgia,alert,information,,,,,,,,,,,,,,
📠,fax machine,interesting news,shocking facts,exciting events,alert,,,,,,,,,,,,,,
🔋,battery,energy,power,exhausted,,,,,,,,,,,,,,,
🔌,electric plug,energetic,,,,,,,,,,,,,,,,,
💻,laptop,gaming,studying,working,,,,,,,,,,,,,,,
🖥,desktop computer,gaming,studying,working,,,,,,,,,,,,,,,
🖨,printer,information,,,,,,,,,,,,,,,,,
⌨,keyboard,typing,writing,gaming,studying,hobby,information,,,,,,,,,,,,
🖱,computer mouse,mouse,gaming,scroll,,,,,,,,,,,,,,,
🖲,trackball,mouse,gaming,native,computer mouse,,,,,,,,,,,,,,
💽,computer disk,optical disc ,japan,,,,,,,,,,,,,,,,
💾,floppy disk,technology,nostalgia,,,,,,,,,,,,,,,,
💿,optical disk,watching movies,data storage,outdated,saving,,,,,,,,,,,,,,
📀,dvd,watching movies,data storage,outdated,saving,,,,,,,,,,,,,,
🧮,abacus,calculator,ancient,education,,,,,,,,,,,,,,,
🎥,movie camera,making videos,youtube,opinion on movies,,,,,,,,,,,,,,,
🎞,film frames,making movies,photography,saving memories,,,,,,,,,,,,,,,
📽,film projector,videos,movies,cinema,movie theatre,,,,,,,,,,,,,,
🎬,clapper board,iconic,movie production,new stage in life,,,,,,,,,,,,,,,
📺,television,watch,news,live,,,,,,,,,,,,,,,
📷,camera,old fashioned camera,photography,remembering something,memory,,,,,,,,,,,,,,
📸,camera with flash,old fashioned camera,photography,making a memory,,,,,,,,,,,,,,,
📹,video camera,video production,,,,,,,,,,,,,,,,,
📼,videocassette,movies,watching,outdated,old fashioned,,,,,,,,,,,,,,
🔍,magnifying glass tilted left,detective,searching,investigating,,,,,,,,,,,,,,,
🔎,magnifying glass tilted right,detective,searching,investigating,,,,,,,,,,,,,,,
🕯,candle,birthday cake,relaxation,halloween,power,bath,relax,burning,christmas,romance,decoration,,,,,,,,
💡,light bulb,ewe,bright,learning,thinking,idea,,,,,,,,,,,,,
🔦,flashlight,torch,light,scary,spooky,hidden truth,shady,questionable,,,,,,,,,,,
🏮,red paper lantern,light,japanese,house decorations,,,,,,,,,,,,,,,
🪔,diya lamp,oil,traditional,celebrates,indian,,,,,,,,,,,,,,
📔,notebook with decorative cover,notes,schedules,diaries,school,writing,,,,,,,,,,,,,
📕,closed book,reading,writing,education,researching,,,,,,,,,,,,,,
📖,open book,reading,education,researching,literature,,,,,,,,,,,,,,
📗,green book,reading,education,researching,literature,,,,,,,,,,,,,,
📘,blue book,reading,education,researching,literature,,,,,,,,,,,,,,
📙,orange book,reading,education,researching,literature,,,,,,,,,,,,,,
📚,books,reading,studying,book worm,,,,,,,,,,,,,,,
📓,notebook,notes,checklists,schedules,diaries,sketches,,,,,,,,,,,,,
📒,ledger,taxes,irs,notes,school,drawing,writing,,,,,,,,,,,,
📃,page with curl,essay,research,publishing,writing,studying,business,,,,,,,,,,,,
📜,scroll,papyrus,ancient egypt,history,study of history,,,,,,,,,,,,,,
📄,page facing up,business,literature,publishing,studying,researching,,,,,,,,,,,,,
📰,newspaper,periodicals,,,,,,,,,,,,,,,,,
🗞,rolled up newspaper,journalism,publishing,news,,,,,,,,,,,,,,,
📑,bookmark tabs,studying,scientific papers,important information,bookmarked,,,,,,,,,,,,,,
🔖,bookmark,reading books,marking,,,,,,,,,,,,,,,,
🏷,label,price tag,number tag,,,,,,,,,,,,,,,,
💰,money bag,wealth,luxury,,,,,,,,,,,,,,,,
🪙,coin,lend,luck,flip a coin,decision,desperate,money,poor,cash,,,,,,,,,,
💴,yen banknote,money issues,japan,,,,,,,,,,,,,,,,
💵,dollar banknote,america,rich,wealth,expense,luxury,ironic,,,,,,,,,,,,
💶,euro banknote,money issues,europe,,,,,,,,,,,,,,,,
💷,pound banknote,british,,,,,,,,,,,,,,,,,
💸,money with wings,poor,desire,transferring,earning,losing,flourish,wealth,success,,,,,,,,,,
💳,credit card,card accepted,salary,wealth,prosperity ,paying,,,,,,,,,,,,,
🧾,receipt,expense,balance,spent,shopping,exchange,,,,,,,,,,,,,
💹,chart increasing with yen,economical growth,japanese,fluctuation,currency values,,,,,,,,,,,,,,
✉,envelope,letters,texting,postal services,,,,,,,,,,,,,,,
📧,e mail,envelope,tradition,hot,,,,,,,,,,,,,,,
📨,incoming envelope,envelope,inbox tray,business,,,,,,,,,,,,,,,
📩,envelope with arrow,envelope,incoming envelope,down arrow,animated,pointing down,,,,,,,,,,,,,
📤,outbox tray,office,up arrow,business,,,,,,,,,,,,,,,
📥,inbox tray,business,email ,text messages,,,,,,,,,,,,,,,
📦,package,gifts,transportation,protection,delivered,,,,,,,,,,,,,,
📫,closed mailbox with raised flag,mail,delivery,receiving,,,,,,,,,,,,,,,
📪,closed mailbox with lowered flag,mail,receiving,delivery,,,,,,,,,,,,,,,
📬,open mailbox with raised flag,envelope,mail,receiving,delivery,,,,,,,,,,,,,,
📭,open mailbox with lowered flag,empty,waiting,,,,,,,,,,,,,,,,
📮,postbox,postal deliveries,emails,,,,,,,,,,,,,,,,
🗳,ballot box with ballot,check mark,cross mark,,,,,,,,,,,,,,,,
✏,pencil,school,drawing,writing,,,,,,,,,,,,,,,
✒,black nib,deal,creative,writing,drawing,signing,,,,,,,,,,,,,
🖋,fountain pen,deal,creative,drawing,fountain,writing,information,,,,,,,,,,,,
🖊,pen,sports,deal,creative,writing,,,,,,,,,,,,,,
🖌,paintbrush,pain,fine,painting,artist,oil,creative,professional,drawing,,,,,,,,,,
🖍,crayon,school,drawing,marking,childhood,childish,,,,,,,,,,,,,
📝,memo,writing,signing,,,,,,,,,,,,,,,,
💼,briefcase,business,,,,,,,,,,,,,,,,,
📁,file folder,office,filing,organisation,work,,,,,,,,,,,,,,
📂,open file folder,office,filing,organisation,work,,,,,,,,,,,,,,
🗂,card index dividers,professional,academic,file folder,card index,divide,information,office,organisation,,,,,,,,,,
📅,calendar,memorial dates,upcoming events,schedules,planning,occasions,observances,,,,,,,,,,,,
📆,tear off calendar,memorial dates,upcoming events,schedules,planning,occasions,observances,,,,,,,,,,,,
🗒,spiral notepad,notebook,empty,writing,education,shopping lists,,,,,,,,,,,,,
🗓,spiral calendar,corporate,planning,memo,waiting,,,,,,,,,,,,,,
📇,card index,business,office,,,,,,,,,,,,,,,,
📈,chart increasing,business,economic,positive,trend,stock prices,revenue,,,,,,,,,,,,
📉,chart decreasing,business,economic,negative,stock prices,revenue,,,,,,,,,,,,,
📊,bar chart,bars,heights,information,,,,,,,,,,,,,,,
📋,clipboard,journalist,petition,interview,writing,,,,,,,,,,,,,,
📌,pushpin,saving,keeping,important,pinterest,,,,,,,,,,,,,,
📍,round pushpin,location,pinterest,google maps,twitter,sewing,remembering,,,,,,,,,,,,
📎,paperclip,working,studying,,,,,,,,,,,,,,,,
🖇,linked paperclips,office,school,attached,,,,,,,,,,,,,,,
📏,straight ruler,maths,studying,,,,,,,,,,,,,,,,
📐,triangular ruler,technical drawing,,,,,,,,,,,,,,,,,
✂,scissors,cutting,crafts,haircut,fashion design,,,,,,,,,,,,,,
🗃,card file box,organization,documents,storage,paperwork,office,,,,,,,,,,,,,
🗄,file cabinet,organization,documents,storage,paperwork,furniture,office,business,,,,,,,,,,,
🗑,wastebasket,clear out,basketball,office,rubbish,garbage,,,,,,,,,,,,,
🔒,locked,security,privacy,protection,,,,,,,,,,,,,,,
🔓,unlocked,security,privacy,unsafe,visibility,achievement,,,,,,,,,,,,,
🔏,locked with pen,security,privacy,protection,writing,,,,,,,,,,,,,,
🔐,locked with key,romantic,love,commitment,privacy ,security,,,,,,,,,,,,,
🔑,key,success,secure,secret,understanding,unlocking,,,,,,,,,,,,,
🗝,old key,success,fashion,safety,fairy tale,,,,,,,,,,,,,,
🔨,hammer,building,construction,breaking,smashing,hard work,nailed it,,,,,,,,,,,,
🪓,axe,chopping,kill,rage,,,,,,,,,,,,,,,
⛏,pick,construction,building,minecraft,useless,,,,,,,,,,,,,,
⚒,hammer and pick,construction,building,hard work,,,,,,,,,,,,,,,
🛠,hammer and wrench,construction,building,,,,,,,,,,,,,,,,
🗡,dagger,,,,,,,,,,,,,,,,,,
⚔,crossed swords,sport,fight,warriors,defend,royal,noble,battle,,,,,,,,,,,
🔫,water pistol,kill,hate,rage,anger,weapon,fun,,,,,,,,,,,,
